#,dataset_id,min(minimumDepthInMeters),max(maximumDepthInMeters)
686,"""dcb057b5-c33a-4289-b709-2fc75555fcb0""",0.0,6.0
687,"""fd9921f0-e71e-4b28-873d-9f9f6bf09652""",0.0,37.0
688,"""98f8137f-5524-4eea-8ea0-984f81a5153f""",0.0,66.0
689,"""e8f05a82-4242-404a-a58c-bbfa89a6efe9""",0.0,0.0
690,"""9cdcfc4a-791f-45b4-8923-ed2011602e6c""",0.0,3500.0
691,"""2713eebe-060d-4a65-b439-878313a298c4""",0.0,24.0
692,"""3410f695-4bbb-40c3-82e9-1991c30d4d6d""",2.0,12.0
693,"""3e5c1939-d9a7-4f0d-bcb9-eda015f02da4""",2.6,31.4
694,"""2859e656-7354-4b96-bbe4-08719aede5c4""",0.0,5265.0
695,"""74a748a8-5d72-4c6a-8ce3-e64b75d10569""",0.0,300.0
696,"""d53e35de-220e-4ce1-b670-41488d89a045""",0.1,23.0
697,"""32d3fa59-a675-4044-aafe-f360d2a52f8a""",12.0,12.0
698,"""6959c7ad-efa9-4138-8111-d62fea26812e""",0.0,83.0
699,"""82ffb702-cecf-41dc-9314-649c08051ec1""",0.0,75.0
700,"""d9d4a8bd-a571-4081-bec9-75a7d9108b0d""",3.0,12.0
701,"""77041388-7c78-43a4-905d-2426a2da06ab""",26.0,230.0
702,"""d4c39034-1737-4833-b5c8-71de96d06f84""",0.0,150.0
703,"""1662ded3-666e-4e85-b4a7-fe7f103521bd""",0.94,4.44
704,"""2020529f-3220-4f4f-9e0f-bd4edc3df85b""",3263.659912,3263.659912
705,"""7ed58608-0db6-4a9b-a8f1-4527d2002214""",1349.0,1349.0
706,"""8e48c245-e862-4e74-b818-53812c435ccd""",0.0,808.0
707,"""9b38b0d6-7f0a-4a73-b492-746619b6de2d""",0.0,4.8
708,"""fcce0330-1874-4403-9adf-1cc899b59221""",35.0,575.0
709,"""f4870a35-b4b5-4cdd-b665-8b7b2d7fc245""",3.1,22.1
710,"""3d5985a7-d3f1-45f0-a054-9c545f3b5d57""",15.0,71.0
711,"""a71b7b9f-5e64-42cb-9acd-af86c507bc20""",0.0,20.0
712,"""d9c9d38f-add2-45dc-a3fe-234f46c1d41d""",5.0,5.0
713,"""49b938b5-2d5a-43c0-92f9-26354f189f82""",1.7,45.0
714,"""b005195b-414b-4b29-9352-e7522fa8af74""",613.200012,4218.0
715,"""973f10ee-7350-4966-96ca-16b960781394""",0.0,5.0
716,"""da968cfe-26cf-48f4-b6f7-14375ff5fae3""",2.8,50.0
717,"""51e93be3-9850-4fbb-9a07-88813527e942""",0.0,629.5
718,"""413657ae-72f4-4466-b9cb-f5e98230582a""",0.0,450.0
719,"""e5dd8a5d-4f7a-4f7a-86b2-bdc91e7a00a2""",1161.0,1634.0
720,"""8a3aeb36-3d0f-4e80-a962-b41d97254004""",12.0,38.0
721,"""fc9cc04c-d9e6-4f5d-ba39-be3113f9f9ce""",1.0,21.0
722,"""ac8a9514-2205-4cde-86ac-b0732a543fbd""",0.0,1000.0
723,"""b364da26-0d6a-4ad7-a3bf-c88abc5c1958""",3.0,15.7
724,"""9f7105b3-fe54-46ac-b3df-8c66877885c0""",0.0,30.0
725,"""2f257fe1-dc7d-45a6-8218-5995e1574b32""",0.0,973.0
726,"""a82b670a-46b9-4f96-975e-4be51e0bb42d""",163.0,930.0
727,"""00270451-7b60-4a6d-9741-dd102a6c5f3c""",0.0,0.0
728,"""5ae675a3-ecff-436f-b30f-93fd7faa5e2d""",0.0,0.0
729,"""98ea0091-b38e-4789-be5a-9e70f54df36a""",0.0,434.0
730,"""ef7620c2-cf73-41d8-9386-f1fc51893798""",0.0,0.0
731,"""0c6317fc-ea7c-420f-ab09-80928d564650""",4.0,228.0
732,"""db07ed8a-5f8a-436a-8b3c-5d63e93b6d84""",0.0,1.5
733,"""2dd370b3-69cb-47d5-9837-d3f84a65ea4a""",0.0,227.556
734,"""80773cc7-44a8-42b8-a3ad-cc30c5b8f866""",379.0,2564.0
735,"""82c617f9-c5f2-4c2d-bca5-805eaa0d2feb""",0.0,1.0
736,"""6808176f-ffe5-4f24-a7ec-b3fb4b630a28""",0.0,0.0
737,"""288e63af-5f94-43d4-a039-f238b432129c""",1.0,528.0
738,"""ae7f3abc-6bbf-4329-9a53-3819c01d2c08""",5.0,71.0
739,"""de803590-9afc-4340-8fdc-49d5b2454657""",0.5,19.700001
740,"""bfa5e693-7ed4-456c-a276-1a9807d6f27a""",315.899994,2748.300049
741,"""86a09a23-b378-4720-803e-544bf3e5e854""",40.0,160.0
742,"""c7f56175-96a0-4e82-b4ad-3acf55b2b46d""",3.0,230.0
743,"""60cfb9fb-dbbf-4fcf-86a7-dda5343aadee""",0.0,70.0
744,"""6b59bcb8-0fee-4f5e-9f8f-d7257cd4a75b""",21.0,54.0
745,"""413342ff-08ce-4bcc-8450-a1461ba0d704""",40.0,190.0
746,"""448765be-6c4c-4caa-a1ab-013cb20499f3""",120.0,2568.0
747,"""65a3cb9d-2889-400b-a2cd-c0232f87fb91""",0.0,150.0
748,"""d2a2486c-f04f-44e0-8a8c-610ed61d17a1""",0.0,18.0
749,"""7b5fd03c-4e34-45d0-9e6e-600ea003beaf""",0.0,100.0
750,"""a914e242-0f35-4233-a9c5-429f7288631d""",4133.0,5045.009766
751,"""b1fc3357-067c-4d17-9b85-edc5318d3d57""",2.0,15.0
752,"""13977fac-0505-4aad-af35-7d1884933d9d""",10.0,40.0
753,"""570b4537-7517-4543-bf45-94740b6c5af3""",5.0,30.0
754,"""cf9c111c-f61a-480a-ac85-07adfc9fbeba""",0.0,41.0
755,"""1213b891-8517-41cc-a0da-361b5a1fbe16""",0.0,1.0
756,"""7b784592-13dd-4a73-b6e1-2fde041fd19d""",3.0,15.0
757,"""7084556b-d220-4c73-a258-525525bdd6cd""",5.0,17.0
758,"""fd2f7640-4095-40d2-92a8-7b4f09006d65""",0.0,7.0
759,"""01bbd84c-d271-4ba3-ac22-3fcf07701eb6""",0.0,100.0
760,"""6ddfa8ec-14d4-43b2-85f0-e813341cfd5e""",1.0,497.399994
761,"""17f41026-fe23-41fb-8662-d89664dadd25""",0.4,12.0
762,"""e0d98cef-7b09-496e-9a5f-2a6ecaa9b8a9""",-0.5,3.0
763,"""5b32b27c-2042-4521-a010-fa84ce92c0d7""",0.0,0.0
764,"""6495ab12-003e-4b62-a13a-45c9ab5e3811""",0.0,0.0
765,"""c46e6e28-87a1-4464-a44e-d6ab96511580""",0.0,1.5
766,"""b51d6da0-c6a7-451c-afc8-103e7dcced17""",1085.543945,1527.467285
767,"""8b3f3024-45b6-40b0-913d-fbd02393fb70""",14.0,100.0
768,"""ebe4a98a-656a-45df-90b3-3f177375a405""",0.0,10.0
769,"""ea56beb4-68fc-45e5-b975-fc3fedc87ce8""",73.0,210.0
770,"""1ef65960-4f58-426c-870c-5f8767cf7915""",0.0,1.0
771,"""afa5b0e8-826d-4433-b698-beb176ef7880""",0.0,48.029999
772,"""11234afa-7c5c-4e0f-919a-c19242e47d53""",60.0,116.0
773,"""1ed1afd0-221b-4e75-91a0-6447e44b0d2e""",2006.0,5320.0
774,"""858c8d4a-e8df-4c89-9f4d-c6517b4082c9""",60.200001,812.0
775,"""8755c41f-e7f5-4417-bb07-2f1871945fc6""",0.0,0.0
776,"""2befbc59-5758-4406-8b63-3d6e738fa990""",0.0,0.0
777,"""284af94c-a92e-4ccd-8578-3295992a1123""",0.0,616.0
778,"""8a855458-cbd4-4b5d-94d9-d855b5d1a025""",33.0,1500.0
779,"""5ee60fdc-0e63-4e2e-a47c-95a29266aaad""",1.0,18.0
780,"""fd8e9b08-ceb8-4344-8efc-775b2f2004a7""",0.0,0.0
781,"""fecdf302-3e69-43e1-9bf6-77d955416130""",0.0,0.0
782,"""e839da1a-847c-4a51-9692-b65640e9d51f""",0.0,0.0
783,"""53fff777-5dd5-4e5b-8638-aa0396e0513b""",5.49,18.290001
784,"""7a77a216-69a2-45c2-82bf-81cd0e5f080d""",4.0,8.0
785,"""432ed34a-7efd-4a5b-be77-d4719d68c391""",0.0,0.0
786,"""d0f7e8d3-b5ce-4ff6-bd33-2187bb6b8b46""",0.0,0.0
787,"""8590681c-4cba-4857-bf00-3553c31fa1fa""",1000.0,3800.0
788,"""6af36a30-51ee-47a9-b179-7eb12d299814""",0.0,1.0
789,"""72d195ae-dcb9-4bb3-aa4b-1dae298e4250""",0.0,7.0
790,"""ca62bc78-135f-4171-8a66-88d244ccc312""",4902.0,5171.0
791,"""7ec8d5de-29cd-4451-aad2-c7a64d6b1089""",0.5,1.5
792,"""f39e92e9-e1b5-494d-8f91-876600d2926c""",4963.0,5138.0
793,"""4fa60baf-1e04-420f-a958-a3cf63893380""",0.0,84.0
794,"""9fe2e775-30d6-4779-9d8c-d31a1ad31fae""",0.4,30.0
795,"""2e3d797b-69db-4e5d-b4a9-9e1f8d8dbc70""",0.0,2.0
796,"""1db4978f-6b8e-4873-8ab4-63702a8359d0""",7.0,20.0
797,"""f47b3e69-0124-4fb8-b6fd-a655dd2c935a""",0.0,0.0
798,"""8343e123-3d71-4b8e-a112-06fcc27598cc""",0.0,0.0
799,"""680d54a2-3504-4989-be97-581023102d7b""",0.0,5.0
800,"""2727dda4-ce0b-4b8a-9bbc-664b519e55c6""",0.0,0.0
801,"""c67e4372-e610-4e8f-bf25-43d4e885c1fc""",165.0,1711.0
802,"""06bff0de-1ed7-460e-bfc4-25e020c8886b""",0.0,6.0
803,"""6651cf9e-b40f-48dc-a91f-e2e13f7b0891""",1.0,24.0
804,"""a413df1f-a16e-4384-a846-02650d74eefd""",579.064636,1891.859619
805,"""d1277b79-1ca6-49d5-ab3c-2f7346a97e0e""",0.0,27.0
806,"""98b326d9-78c0-40c5-82e1-467dcf4cdca9""",0.0,242.0
807,"""15b142e2-866e-433f-9b2c-e7ea5939bab4""",0.0,700.0
808,"""2ffab513-8007-475f-a5f0-cc4dc2b4f50f""",0.5,6.0
809,"""2ee46af7-fd89-48ac-9e65-8ee4c2eafafb""",2679.0,2679.0
810,"""610d407f-2378-4a70-a203-27f6901d43cb""",14.0,14.0
811,"""d44130bd-f23a-4731-a8df-5db44894fd4b""",0.0,45.0
812,"""81877dae-94bd-42ee-8754-17e91dc7c1db""",0.0,5.0
813,"""7a673089-50f3-4e17-9ad2-8493d261d84c""",2.0,21.0
814,"""b5ee4e05-0680-487a-a4ac-06006359cd50""",0.0,453.0
815,"""e2c4a839-89b5-484f-a63c-df89c2f9f974""",45.0,1771.0
816,"""e168c19e-d9e9-447c-b077-1faa487df4a6""",0.0,5.0
817,"""8acba7e7-2e50-4490-8328-b78a30472508""",-88.0,0.3
818,"""c0c05803-63d7-434d-b7f6-db638d57ab36""",28.0,5860.0
819,"""55fdf3b0-744a-4a29-a81e-7d9884be1a91""",0.0,2750.0
820,"""b84e48b3-7c84-417e-a086-cf9b2def23af""",11.9,21.0
821,"""8629ec33-be4b-4384-933f-a511fbc29967""",0.0,3527.0
822,"""8612623b-aa64-4105-aaa0-50b9bef135ba""",5.0,30.0
823,"""85456d24-06fc-4bb0-bd94-61522dce31c9""",0.0,3.0
824,"""d2caf73d-7e52-4113-b2f6-b89b439a9a2f""",0.0,1059.0
825,"""9c215c9b-8055-4d71-bf86-3ec62618256c""",2.0,2.0
826,"""fda2c3e6-27ed-49f7-a108-3c05b0b653fb""",0.5,247.953003
827,"""51f0f3ff-39a7-4302-ab26-258bfe614975""",0.0,100.0
828,"""a121d740-8e25-40f0-a06c-3e5d0fbac6c3""",0.0,520.0
829,"""b5b9638b-8382-4a0c-9528-a78d3d554dae""",0.0,80.0
830,"""2d2deee0-b592-4426-ab82-503b6bccc00d""",-1.0,370.0
831,"""f6352e4d-31b5-4baa-99e1-d39646043e88""",3.4,50.900002
832,"""74529ca8-3b99-4ee3-96d6-6318b3969043""",0.0,0.0
833,"""e408c07b-408e-43f5-93e2-3957dd80b43b""",2.0,8.0
834,"""af621828-cd91-46c6-b97d-a97a2dc259e1""",0.0,20.0
835,"""be7a16ea-3e22-4365-b066-a0e96c52d2a6""",0.0,200.0
836,"""25a2facf-bbfa-4b3a-b350-a9c2dc3edc3e""",0.0,5300.0
837,"""f6e5b0ee-d645-40fc-a433-17fd8965c941""",0.0,6075.0
838,"""e971710e-054e-43f2-b23c-c149d6c76cb4""",0.0,3915.0
839,"""c1cb71f2-31a1-4343-b82c-3e36171f498c""",6.7,53.599998
840,"""b189bf53-dd20-4229-b3ab-09d94aa9ce06""",0.0,0.0
841,"""a9d8640e-c943-4e24-96e0-28639c2b87ac""",0.0,75.0
842,"""dd27f260-4fe1-44b4-8b3d-3d20a4dca8d0""",0.0,300.0
843,"""dfe411ef-391f-4a4a-b263-3ae5309427f3""",0.0,0.0
844,"""ec6bfce3-b62c-4a2b-b071-0d5856def57f""",53.0,95.0
845,"""dfeee39f-ba60-46e6-945f-ed12c9524709""",0.0,40.0
846,"""23f428d4-9427-48ef-9743-b9ae44240a1f""",0.0,26.0
847,"""070a6395-10a4-4ad1-aa0c-b5227047e8e7""",64.0,1280.0
848,"""bc2af4c9-d294-4a05-bcdb-1dc183e1cad5""",228.0,1000.0
849,"""4419a6b2-6f4a-4196-86e5-7aac9e525b60""",0.0,0.0
850,"""1039a65f-ddea-4c9d-9d67-2d3dcd5f6c5b""",52.0,957.0
851,"""e1a94557-7e5b-4528-a6ef-39e4360bc056""",5.0,71.0
852,"""0fcb583e-e7b2-4bed-864c-f73d2d770439""",0.0,5560.0
853,"""b14abb47-b481-4272-a8d6-d4e2b612dce9""",0.0,0.0
854,"""37406772-0bd9-4647-a699-cabc74a23741""",0.0,20.6
855,"""0332e1b5-5525-4301-9659-ef3da3e4e2b6""",15.0,134.0
856,"""b91d89db-79d6-4bd3-8470-1b1a5d0dbc4f""",3.0,54.0
857,"""9b161b02-0f21-44e7-ac73-0ad7d4c95172""",0.0,3438.139893
858,"""c606c47a-3892-4645-9521-630c9085e59f""",15.0,59.0
859,"""b2f76771-1124-4bcd-8ea6-13c17daf1d30""",69.0,233.0
860,"""3d08e18e-6146-4e27-ab0e-03504a65cbd4""",3.0,96.0
861,"""e2bc5108-1aec-47c3-8063-f070bf48c79a""",3.0,53.0
862,"""d0eeefa4-9d21-4918-a868-7fee1fa863e9""",5.0,107.0
863,"""d50e0443-4d84-4bd9-a5ad-4d417a7607e2""",1.5,33.400002
864,"""92af50ad-c9d7-4fe7-b012-eae0e77233a2""",0.0,397.0
865,"""cae00d2b-18b7-46b7-add4-4e80bd6a2a95""",5.0,20.0
866,"""d775452f-476c-4773-b193-e5ffe78179e4""",5.0,15.0
867,"""5ea15911-440a-4e68-9376-d8524ef62eaa""",30.0,1648.0
868,"""a003e72f-d8e5-4d94-9aed-4bc50862c4ad""",729.0,4011.0
869,"""fa51d189-02f1-4b88-b33a-c10442e70c51""",13.0,700.0
870,"""08124763-5f33-485d-a3df-b6d502989ba4""",6.0,33.0
871,"""5803e1ae-b493-4174-83ed-260363d08047""",0.0,200.0
872,"""dd836bf9-cdfd-4f0a-a356-1e4620c21e0d""",0.0,200.0
873,"""a4695be4-9914-4cc2-ac24-201bd868db57""",18.0,21.5
874,"""059a80c4-0955-484c-ab64-d2f524c7e9bb""",0.0,39.0
875,"""33b5f094-38b0-4ad2-82d8-1e57f9bc291c""",0.0,600.0
876,"""f8ef97b4-23f4-4ec7-8158-87179fc8a517""",8.0,15.0
877,"""35425466-4e93-48b8-9e91-b8a76c026ee1""",5.85,60.150002
878,"""5d632542-ccd1-4dc0-b84a-22885c0601ee""",0.0,6076.0
879,"""fbfda143-2f30-4c16-bf1f-41f96a4b16c6""",20.9,20.9
880,"""cfceb150-bbe2-4efb-8682-14cfc7167e7c""",1.4,21.6
881,"""6493c4fa-793b-4604-88e4-1ebbfc705ba4""",0.5,1.0
882,"""a6e50f41-d5b1-4761-80b3-b690452350c9""",5.0,120.0
883,"""52589ec3-90ff-45a4-b718-57739f03bf83""",5.0,70.0
884,"""ffda777b-ea11-4cdf-b0cf-7919a0a97670""",15.0,169.0
885,"""cdfb6d8d-14d1-4232-aace-35ba00ff9e12""",78.0,2211.0
886,"""9cb316f2-fba6-4d6b-bd38-fe3ce02ced82""",9.14,420.623993
887,"""cf8dde43-858e-4e8a-927f-53c90ab5cd5e""",0.0,200.0
888,"""da08bb1a-19d6-435e-b0bc-90982b22c3a4""",69.0,3095.0
889,"""b56e4c0d-7688-4b09-9a1e-34a9e6430d51""",11.4,56.200001
890,"""717559d3-e4e3-47cc-9fb1-277cf2a614ed""",5.0,193.600006
891,"""c82dd852-a454-4a5b-8515-ece289f382d3""",0.0,80.0
892,"""0e40e8a9-3210-462a-9215-4aff0ee607f2""",0.0,245.0
893,"""4f4d7534-c08d-427f-8fed-9e955c8242ce""",26.48,79.410004
894,"""28ec3ad1-8499-452c-b402-533ebb985fdb""",0.0,97.0
895,"""b74f72f3-cc3d-42b2-aa01-930d5ad4f9c2""",0.0,250.0
896,"""f180f1e9-817b-49f7-b5f4-04e1cc193f48""",0.0,634.0
897,"""5f6e6e4c-0e3e-4722-88a7-e3c0590df38a""",3.0,182.0
898,"""f61bc691-aed3-4de7-ae19-94e10d304667""",0.0,3.0
899,"""9d699bfd-d73a-4b55-b113-6c0a8551f481""",0.0,5.0
900,"""43b58971-4fda-4210-a6ef-654fe0ce226d""",0.0,487.700012
901,"""f0153b4d-22d6-4368-b89f-ea7c8aa56e67""",0.0,3953.0
902,"""aa32f563-b2ea-471b-bca1-5410a17ca607""",0.0,4000.0
903,"""2b3ebd3f-fb41-40e9-94ed-9aee2fbf38ec""",0.0,100.0
904,"""6e6e2c56-c255-44b2-a7e6-00ebcb786037""",0.0,5867.0
905,"""300cb5e2-4431-4ec8-af71-8c6078305e50""",12.0,2076.0
906,"""4afc8df3-31f0-48e9-94f8-534554dbab71""",199.0,4625.0
907,"""67e67ba9-a2ea-452d-985e-6343a7280ec6""",0.0,75.0
908,"""7438886f-08b3-42c2-be14-9641471af765""",0.0,100.0
909,"""d5b382e5-521f-437a-9889-f031b9dc7cc8""",0.0,36.0
910,"""97bdf279-6f78-4ed7-ad9d-27a5886f8ff2""",0.0,5551.0
911,"""55fabbc5-6449-4701-bb5d-4a37270cd3b8""",1.0,1.0
912,"""8dbd0669-92d1-41ef-a5db-527bc6aa1ec9""",1.0,970.0
913,"""a0d5f629-c546-4126-95b8-14d8bc831d20""",0.0,6600.0
914,"""03b75eb2-4672-42de-8211-f7c1daa39648""",1.2,30.799999
915,"""212545b5-65fb-4834-aea4-05207d696a7c""",0.2,1.25
916,"""91fa6e0a-cfb0-43d9-8dcc-588ff31e3e4d""",3.0,47.0
917,"""132078ef-176b-4825-b5d3-2a7592ed913e""",1.0,15.0
918,"""513e4437-9cc7-4383-9a69-1bd18ec2046a""",0.0,0.0
919,"""9c5b3b91-d932-445f-899a-e1446846cdef""",30.0,219.0
920,"""69981465-a3bb-4faf-88cb-0b73ba19b4c6""",2048.0,2396.0
921,"""1518e369-0e28-4734-b85e-bc1c1ed4f00d""",0.5,1165.0
922,"""99659178-978a-4133-952a-1fa821ba8e23""",0.0,0.0
923,"""04e3fd32-b08b-4806-a016-d2dff52ae55a""",0.0,7375.0
924,"""81330b73-f70d-4a58-b54f-b9e1f62355d3""",0.0,1.5
925,"""4d2a31a3-bb76-4ffe-a2f9-817e975f6ba9""",0.0,500.0
926,"""8a7dfb0e-f6bb-41be-a990-7a850b04a07a""",0.0,1.0
927,"""a809e016-e0b9-4a7b-9c45-a823d587cf9a""",3966.0,4647.0
928,"""8cb3a754-1d96-4b48-87f2-05468b9b3aae""",9.0,1270.0
929,"""cdc3abcf-b4d8-4b14-b4d4-70705884034c""",0.0,45.0
930,"""9228a6df-b054-4323-9858-027d7961959b""",133.0,154.0
931,"""0e34a98a-0620-42f4-89f0-494166acc80d""",0.0,60.0
932,"""0a39db7b-5797-4488-9970-5123ae7aad48""",29.0,800.0
933,"""7417551b-9a2f-470e-95a2-c8c79595dd74""",0.0,24.0
934,"""b9e99d1c-94c8-43b3-9075-a51dab157c7e""",0.0,200.0
935,"""a1a5ab3e-81c3-42d4-8655-d1a0f3543b4d""",3966.0,4647.0
936,"""2e653f52-25c7-4f72-9674-fa75ec5dca51""",0.0,20.0
937,"""d71b6687-810e-4234-ae31-386017b5b08a""",0.0,0.5
938,"""86bb1f4b-4f2a-4f58-9b38-f300b0bbb3e4""",7.0,23.0
939,"""7f5f426e-80bc-4f3b-8d1c-697b086287e8""",0.0,0.0
940,"""af8c1d46-8090-4dcc-9853-5c9ee8b7a551""",0.0,90.0
941,"""38aea86e-6cfc-4fe0-b385-dc5bd6192014""",0.0,200.0
942,"""849d1641-b8d5-4aeb-b534-94c2e1a844c6""",0.0,200.0
943,"""d1dd65ec-fc75-480d-ab5d-4a4379603173""",14.0,218.0
944,"""d48a64cc-f528-4a98-80c5-b4b2d0fdb39c""",0.25,3.25
945,"""a047f4a5-e900-435b-8582-c7c8bf73b8ce""",18.0,743.0
946,"""5ea4f836-9e28-4542-ac4a-af10630fbb7a""",0.0,68.0
947,"""7a59f604-00ae-4e27-9178-96f45fb8a9e6""",10.0,32.0
948,"""53e55f20-ff3a-486e-9636-6ec9f0bb306d""",0.0,980.0
949,"""472bfcd1-0629-4ba2-adf9-318618f69b14""",0.0,10.0
950,"""c02f4596-9f85-4909-885b-e502f893b5bb""",0.0,0.0
951,"""0d712923-95e4-4ace-8aa2-6da6c10e54ef""",0.0,0.0
952,"""1c3b71d3-d66c-4aa9-90f4-c10f1f9e9ca0""",0.0,20.0
953,"""c3a74775-37a9-453a-b6c5-b7da0ec4205d""",0.1,5.0
954,"""290b7eb4-8ab9-4b3f-8b10-30f8fa5e4d37""",0.0,55.0
955,"""cce3d3c0-b9fc-4d03-b528-12e75ba4df87""",0.0,150.0
956,"""bdbfda38-c0fd-483c-85eb-4202baff1e52""",0.0,25.0
957,"""c4e73593-607d-4688-9bd7-9234928082b8""",0.0,50.0
958,"""ea759464-5a9d-4b8c-83ce-858e57240d6e""",0.0,165.0
959,"""736a3672-ee50-403d-8e8c-26f615f127fa""",10.0,150.0
960,"""b52cf4cf-6222-4318-9e43-355026336e03""",0.0,95.0
961,"""a74c4b81-bfa2-4714-8d3d-da74177ef1d8""",1.0,4.0
962,"""23b62349-04a4-442e-bf20-8d91dbc03488""",20.0,2340.0
963,"""343468ea-7e09-4bca-acaf-4d23036a2015""",0.0,1500.0
964,"""c7243636-85ff-4c99-8b5e-bb0a7dcb9e78""",0.0,1.9
965,"""cc5adf5c-ca2a-418e-85c1-b017af0bac5e""",0.0,1.2
966,"""35d91dd7-e255-4ebb-b0a2-83d45f2129c4""",0.0,1.0
967,"""45fd60a8-cd81-4d04-b8e0-39c8fa75e4f8""",8.0,180.5
968,"""7137155d-f555-449c-9a9b-28af6f17c4a4""",64.0,2613.0
969,"""93176681-2727-44f2-9b7b-85aab5ce7912""",4231.0,4454.0
970,"""890296ce-bf63-4656-b8de-dc80d5680c53""",0.0,9.0
971,"""f4766a0b-f067-4874-a2f7-b19ade26ae1b""",0.0,1200.0
972,"""1dca5f31-812a-491e-abb4-7b2ac1d1fa24""",0.0,150.0
973,"""3ec6e8d1-385f-4861-99fb-812543171835""",4050.0,4336.0
974,"""b3c42dcb-1e83-43d7-be77-daaccc47002d""",8.0,41.0
975,"""7fe7e03b-be5a-45e9-aeb7-0004c0c036b8""",1862.0,1862.0
976,"""63b89c1d-5413-43a7-903d-93b510da3447""",0.0,12.0
977,"""549fa91f-0b54-4f42-afa5-ecb4597c33cc""",20.9,20.9
978,"""6140c326-839f-4f4a-ac3f-3ad6acbd2f1d""",0.0,235.0
979,"""ff1eca2d-d949-42ce-9cb2-95c26b61d198""",0.0,100.0
980,"""99540296-ee30-4a08-a607-c3521a1036db""",10.0,60.0
981,"""79511c09-9498-43ad-a7d5-a733b9da3be8""",0.0,4055.0
982,"""f2648939-cd1e-4fe5-ac85-400ed753aa37""",0.0,6902.0
983,"""c18842f2-20dd-4ac5-a443-ccab785e1fae""",5.0,71.0
984,"""0b91d8f6-a50e-44e4-b313-0df7f91f7483""",0.0,0.0
985,"""1996d345-0815-4653-b1d2-20daa293aea1""",15.0,71.0
986,"""821a5196-910d-4a48-9479-de456e34e2ac""",3.0,54.0
987,"""103a41ad-c2e8-4881-99c4-75bed7627ee4""",0.0,400.0
988,"""33c1db5a-fd19-4dfd-822c-d82c0487009b""",0.0,50.0
989,"""3a3c43f9-eff5-47f2-ab9a-967f09a5d70d""",0.15,4.66
990,"""b0e399d3-fbae-4f0f-9eeb-896fac9e5a03""",5.0,5.0
991,"""9673fbc4-5be5-468d-ac2f-d575dcfb6d8b""",0.1,11.8
992,"""f260b9a8-72a8-44fc-9ddc-383b7d7e54ff""",1.0,50.0
993,"""67cbcff9-7799-49e1-943a-4e431eea99b8""",0.0,0.0
994,"""e5cfb6a0-cc12-4e66-99e8-fb83cee16498""",4036.0,4500.0
995,"""ebe35c50-d858-48c4-83c1-35e22e695b60""",115.0,1260.0
996,"""286fc9ac-2812-49a0-9f76-f1e59d9777b2""",13.0,52.0
997,"""71bfbe5f-2fa2-4b4b-b8d0-5574d00b5bf4""",10.0,20.0
998,"""4f1bd082-01de-43af-9faa-510eb483bdc0""",0.3,16.299999
999,"""84c3bd45-8350-492c-bddc-9b272ce4cabd""",0.3,29.0
1000,"""b3f4c9ee-51a8-46d8-a4b1-e506e89ddff3""",80.0,363.0
1001,"""4c94cee2-f2f0-4a7b-825a-967bd991ca68""",0.0,3000.0
1002,"""fa37c84a-ae75-46bf-9bae-82ed34b1f911""",0.0,1.0
1003,"""3ab72305-4c52-443f-9cbe-d83c7b947807""",0.0,4.3
1004,"""9c8dff66-f3a5-4924-9839-d604c91c4cd6""",240.0,1340.0
1005,"""165b0831-9538-4cad-85f7-76ffda03fa3b""",0.0,1835.0
1006,"""bb8a2596-a3e6-4d2d-99cc-2680a480d4d3""",0.0,3000.0
1007,"""077952ad-0e37-4ae0-80ff-9f9794d597a4""",0.25,106.0
1008,"""a943762d-9caa-438c-b1ab-e633cd1a4033""",0.0,0.0
1009,"""46a90d40-6397-449e-9d4e-516c08de3824""",0.0,1.0
1010,"""0701925f-50c7-4a44-8e25-aaf1c22c52ba""",69.0,3575.0
1011,"""7cfdade7-d4c1-4b41-8fce-5cc5e7b41cd3""",1.0,15.0
1012,"""c2f5a4b4-ad71-4e62-8d83-7706866b92be""",1.0,25.0
1013,"""f61ec56a-9295-4224-9f70-67a058837ed5""",200.0,300.0
1014,"""90455921-40e0-4c52-b40c-dc0992588569""",4150.0,4166.0
1015,"""ea900c7e-8837-41d7-b4b5-0022356543fd""",0.0,2000.0
1016,"""d6a642a2-f0f0-4844-9d9a-15d9b90713c3""",1.5,20.0
1017,"""f0e99359-8893-4733-859c-2d4cdf94e200""",0.0,2.0
1018,"""04080bb2-fd9e-4b44-8cda-b6db6157ea9e""",4047.0,4255.0
1019,"""63c96b21-947e-4ca9-909c-328dde949e7c""",145.0,145.0
1020,"""c6b9cd54-3c38-4054-b5e6-d331414d5899""",6.0,5338.0
1021,"""68670603-4fca-4b3b-ab33-f50b859e3afc""",1.83,210.309998
1022,"""1f33ac1f-ee0c-408a-a435-eb667e3199dc""",1.5,60.0
1023,"""a11a7cff-6f7e-4d34-8d39-fc86cb8783db""",8.0,220.0
1024,"""75240a03-5f51-4193-84c1-be993fc7ae3d""",5.0,71.0
1025,"""f9822123-91ba-4f3b-a87d-369a7d073b05""",0.0,50.0
1026,"""f1ac4ec4-6133-414a-bc4c-0f215def0cc5""",1.0,275.0
1027,"""a9ce2b1a-ccf5-449b-a17a-cfab796f9e79""",0.0,1984.0
1028,"""127b85e6-bedd-47cb-97f0-fb0f0348b83a""",3.0,30.0
