#,dataset_id,min(minimumDepthInMeters),max(maximumDepthInMeters)
342,"""287f44a3-d5b7-4efb-8708-809d1a5323ae""",455.0,5429.0
343,"""ee924936-1a03-400d-a21d-16a2a4587bda""",8.5,19.5
344,"""5072e436-41af-4029-bcb4-d2282bb60d81""",1.5,24.5
345,"""e09c824c-cbd8-4529-b382-5306b2b3a875""",1.0,2738.0
346,"""d69036d6-00c8-445c-89aa-f9149cb1de31""",0.0,3953.0
347,"""a5aa7f04-bc65-4921-9058-c02dea97c0da""",0.0,15.1
348,"""5702d4da-3041-4601-94f7-7a2e3c6e722c""",3.0,31.9
349,"""db7e5bbe-3e2a-42f0-8ba1-79984858fde2""",30.0,150.0
350,"""f6dc0532-feec-48db-952c-0d0f5b0fb215""",2.0,5601.0
351,"""7dfd8459-c7ce-455e-9cb3-439f406bd1e3""",3.0,18.0
352,"""80d96759-eeb8-4d68-9413-82425fa582d0""",31.200001,279.0
353,"""5d206e57-370c-453f-a882-b54d517294e7""",0.0,50.0
354,"""2a5e49d6-8c65-426c-8e1a-fecbc92b7823""",0.5,0.5
355,"""0977d7a4-6f1f-48ad-9b9b-0a1cef4c179d""",2667.0,2667.0
356,"""d4091591-a085-4cfa-9734-5f0ecf5564a8""",4.20624,223.113602
357,"""64f705d8-6601-480f-8b0d-b371cf99701f""",10.0,335.0
358,"""411904ba-1c40-47e7-aa86-04f644016825""",0.0,143.0
359,"""3c3f44b4-5fec-48c6-9f0a-d4329d1cc0fd""",2.0,5601.0
360,"""5c2508f8-e945-429f-b091-57b06d71031b""",0.0,150.0
361,"""b545eb74-b139-40ad-96ce-3e9d07d2fd25""",1.0,15.0
362,"""c395ee53-32a7-4ed6-ad70-3ef025004a3c""",0.0,5055.0
363,"""24b24b44-52ef-4f6a-b9a0-5fa20bfeff49""",0.0,560.0
364,"""dfdd80fe-1f64-4926-bc75-a639b6ec5925""",0.0,75.0
365,"""e8f6f42e-0e33-4382-9998-9a178eac3191""",0.0,1300.0
366,"""ef5c8ced-4ab9-4f5b-8e42-d1c6604223fa""",0.0,0.0
367,"""dadd8252-0f72-417a-be62-9bde09e93c61""",0.0,4.8
368,"""de7f2687-89b7-4725-9579-ca2a0fbef6bc""",1.0,12.0
369,"""a56cc5fc-9973-438d-a793-cdfd860bfef7""",26.0,409.0
370,"""d04e6c9d-2c19-4beb-8b52-cae1123542d3""",0.0,15.0
371,"""5db35580-0f57-48c4-b4c0-4fd82bd9cf31""",0.0,100.0
372,"""55013baf-995f-4529-a764-e0c456cf4d2a""",0.1,46.0
373,"""c697826c-1da7-4916-a387-e35008a90415""",71.0,358.0
374,"""03579385-106b-4df9-9b61-393735989db2""",0.0,1585.0
375,"""731e318c-d692-4d6b-b4cc-edff0d385098""",3.0,10.0
376,"""1dcf7423-605a-4e1e-ae02-cc7bc419d18d""",0.0,1000.0
377,"""54bc0e9c-e857-4216-a6ce-46cd6ae58cd7""",0.0,0.5
378,"""0c9db499-759b-46d8-8989-799f9ff9f235""",0.0,7722.0
379,"""2a8ddd06-2a18-4fae-81cc-5f5bfe0ef335""",-1000.0,2.0
380,"""7140a522-1379-452e-a8a7-8841a96fe656""",2.0,12.0
381,"""dee11aa0-8173-490d-8f70-9d3806a8c076""",932.0,4800.0
382,"""28e4230a-cfca-47f1-a530-4f1179307336""",1.0,20.0
383,"""5a4d7cc8-f997-4314-a0bc-df9f9969c017""",5.0,56.0
384,"""c998748f-0dd0-4c5f-bb7d-1663ce3dacad""",5.0,10210.0
385,"""9378019b-6657-4c21-81cd-1d2f19e30065""",5.0,233.0
386,"""4293224b-d280-4264-ab19-30ab5f78c826""",0.0,850.0
387,"""d0544c88-49bd-4141-ac3c-f97537fc11b3""",0.0,0.0
388,"""e8aac3a4-19e4-4940-88d5-f5364c26e1ff""",368.0,2496.100098
389,"""e9afe342-1654-4600-beaf-b96307ae0728""",0.0,0.0
390,"""b4eab22b-6678-4ac2-babe-da03789bb004""",0.0,41.099998
391,"""e39be6ef-3c91-4e97-baee-2b23ea59808e""",3.0,19.0
392,"""8abea506-c7b5-4b8b-a309-74022cf7c4ee""",1.8,24.799999
393,"""d8b738c8-6eda-4735-8136-53630eedab6a""",0.0,2000.0
394,"""99e432a3-9be6-4374-b6d2-91e29d6a5987""",1640.400024,2924.699951
395,"""071a38b3-0d30-47ba-85aa-d98313460075""",0.0,5.0
396,"""65429205-459b-4600-bd4e-e3abe7aeab31""",0.0,4000.0
397,"""cbb0b14b-27f9-4b4d-a650-e55bdb322a7f""",2.0,12.0
398,"""a2c09762-23d3-4322-a910-52bf8a1aa092""",2.0,32.299999
399,"""bc01451e-d990-4ad1-8315-e3fb6e9cf461""",12.0,56.0
400,"""ba239315-1d4f-47aa-a398-5293782012fc""",0.0,1016.0
401,"""f070a9b6-b425-4dae-b7ca-d492b717dcc7""",-4.0,10000.0
402,"""cb68ab7d-191a-4969-9eb5-3c8374b663ad""",0.0,0.0
403,"""b1363fbb-afec-4dc7-85b6-39b8a5ebb55c""",0.0,10010.0
404,"""f325a99c-f6a6-4ba7-96ae-7463a0002982""",8.0,40.0
405,"""1ab6f729-8cc8-4400-8a3a-080a08f42d3d""",1.4,11.3
406,"""b5294df4-08a3-48d6-810e-bd843e84897b""",291.0,957.0
407,"""8c536d29-506c-49e3-8332-28818f175c79""",3452.0,3948.0
408,"""6ced1167-d236-4a60-a783-b0ea06b49ff0""",0.0,4000.0
409,"""b4a5e409-bedd-43a2-835a-b7e374557791""",0.0,102.0
410,"""81903d9a-f9f2-4bee-ab8c-07609b308e6b""",26.0,41.0
411,"""610bd0de-37d8-41aa-a663-393da3cf0c06""",20.5,24.200001
412,"""ddc5a74e-79b0-4ed7-a8de-ceed75bc341e""",0.0,6.6
413,"""afef5da2-614b-4208-aee6-c2413ed5ab76""",0.0,40.5
414,"""6cc9c435-4df8-4680-b921-c1733aa03c3a""",0.0,230.0
415,"""f3019ee2-a2f8-4a5c-acd9-1a546b363a17""",0.0,536.0
416,"""6a74cd8c-19c7-42dd-88c5-b0906b02455f""",6.0,25.0
417,"""57fbd80a-03f8-4ca8-9b7e-b4773b4b063f""",0.0,120.0
418,"""1cf6168c-bc76-48b8-af1f-e8237c897e3d""",0.0,420.0
419,"""ad51890d-cf00-41b7-b37e-a100110ec7b1""",0.5,24.0
420,"""97fe69cf-f3e2-4673-a0ba-0cda26a73d17""",0.0,412.5
421,"""581d43af-bd2f-4f4f-9ec7-81db8ed9c9de""",0.0,0.0
422,"""82a0b489-1b56-4810-a97c-b2866ca0e901""",0.0,38.0
423,"""85459925-17f0-437c-b371-8f3b07976099""",0.0,100.0
424,"""2b99fd91-5a53-41fd-b54d-cb10ec4ab745""",3.0,86.0
425,"""817bd199-eae1-4290-a031-92831ab75753""",0.0,27.0
426,"""6a884ad0-9874-40bc-a6b6-f1e3eaf22e63""",6.0,166.0
427,"""e3a1422d-c3f3-41bc-8ff9-fd293d4fbbaa""",14.0,14.0
428,"""ba32788a-2193-4fe9-b252-01822c3dc924""",6.31592,85.584099
429,"""741d51f3-ab7f-4c05-a245-8ffd17eb97ad""",0.0,1.0
430,"""63bc35fe-a9ab-4cef-935a-56591fa0d91d""",1.0,1.0
431,"""f9979274-f5c3-4cee-928e-7e77b332546d""",0.0,35.099998
432,"""123d29bb-977b-4ea3-9c58-46cf79ed1523""",23.0,23.0
433,"""25085e0c-42e0-41a2-b5ed-2863245dba90""",0.0,2.0
434,"""689b8597-99d6-4979-adb8-c8c72b94d04e""",6.4,93.199997
435,"""d2916eda-91c1-4c15-8dab-51da044595a4""",0.0,420.0
436,"""505f7b0a-f6a0-46be-a867-e74d25b05bd5""",17.0,1810.0
437,"""32305388-2a55-44af-b9e6-2226b16187f0""",1.0,20.0
438,"""f1db48b2-d553-4858-b657-1943f60c59c8""",1850.0,5413.0
439,"""2a851007-1cd8-4f08-9848-d924edbe6986""",1.0,25.0
440,"""7eb2ccad-2063-4ea8-b4e3-164dbc852fce""",0.0,87.0
441,"""fcb93dda-56d4-43a9-b4e4-314bdd7215fc""",0.0,2000.0
442,"""2b75ad47-cee7-490f-ba9a-b7c0d499d583""",1800.0,5552.0
443,"""dea7cdb3-9240-4aa1-849e-a4cfc5841fd1""",0.0,50.0
444,"""4f456f07-e000-427c-b68e-df1b40cb7661""",4902.0,5171.0
445,"""36be7d35-bc96-4ba1-a27b-0b8a0496741b""",1.0,50.0
446,"""e3c48dc5-ab62-4652-a60e-1d05298ef385""",0.0,17.5
447,"""d4ec17b8-fc96-49b9-b7b0-fcdcb588eb9c""",3.0,54.0
448,"""08c65d92-0969-4c47-9f83-0649c635de31""",5.0,71.0
449,"""85194a3f-bbfa-4fde-80a1-95c6cbdabbca""",5.0,208.0
450,"""f3416b37-508f-45f0-a91f-165800611f4d""",0.1,6.7
451,"""c8eecb00-b65f-45c5-b04e-da9bd5dc18e0""",0.0,0.1
452,"""379f8b86-e4a1-4b50-90e3-9b0ff4450671""",0.0,1000.0
453,"""866600af-b319-42ad-821b-d813a2629088""",0.0,15.0
454,"""b81d6803-77a2-44db-8a75-896d8b80d387""",0.0,1050.0
455,"""dc9c4c41-ec01-422f-9770-fb2061570142""",0.0,0.0
456,"""0aec9db9-0a11-43fa-b5c9-1508daffc1b7""",0.0,20.0
457,"""e6307f38-c306-4221-a2f9-40e0fe1d7b3b""",2.8,50.0
458,"""a7a946da-3764-43c4-a84a-ffe8df855b37""",0.0,200.0
459,"""23197597-35be-4dfe-b727-dae6c78d75a5""",1.6,1214.300049
460,"""750650f1-5f72-46d8-a65d-996ee2268fec""",0.0,910.0
461,"""e54ba46d-583f-416a-ba4f-bb388b1de043""",15.0,40.0
462,"""097332d5-d8af-4e83-9f02-4750c1e439c4""",1.0,45.0
463,"""7671ae8a-9202-459d-9afe-4c1e12db6916""",0.0,0.0
464,"""6c80820b-61d2-4c69-9f3b-9564c014e1f9""",0.0,232.0
465,"""d234f781-f1c7-4ca1-b806-ea175dec20f1""",0.0,21.0
466,"""f5b4e810-ebf4-4d8d-8f9a-f771c6197c59""",0.0,0.0
467,"""b60d18ca-25a0-4be2-b3c6-e42bf58140e5""",5.7,32.0
468,"""778be520-efda-4488-9c83-c9fcf371c239""",1853.099976,5030.200195
469,"""01c220e5-fe9a-4412-b3d8-609c41aa69fa""",252.0,4960.0
470,"""2f9a8b1c-1e84-4943-a0b7-d43dd258b18f""",1.5,41.0
471,"""7e86d210-be4f-4c21-81c5-b611b3906e1a""",0.0,2800.0
472,"""bd967b0f-b665-4e07-9739-cae14726dc40""",22.0,40.0
473,"""2f6e3dbd-64b0-4371-9a67-6e98305a32e0""",20.0,1.0
474,"""7bb6b967-24e6-48a2-a772-d16b90e47b7d""",17.0,17.0
475,"""0fd63ab8-597b-4205-b94d-01ae38431cc6""",4120.0,4355.0
476,"""3fa47f4f-8313-4e53-ac92-ca87fc119c4c""",0.0,80.0
477,"""54474b5f-6934-4e5a-a2c5-4ff1c994424b""",0.0,37.0
478,"""df2d175e-83d8-438e-99ef-9067ea32275a""",0.0,0.0
479,"""7694fdc5-fd4e-4106-ad20-edc046cc8618""",0.0,150.0
480,"""8debaccf-a981-4c77-8fad-ffb443dcf1f4""",120.0,142.0
481,"""bb8816b5-a2c8-4935-ad98-1f3c58ba9e46""",0.5,40.0
482,"""3ef6b6d3-3be7-4958-8966-75b32e7d163c""",0.0,1463.0
483,"""9ee7ef15-eeb7-478b-95ff-f31e24951001""",36.0,123.0
484,"""efe02bea-8a90-48f2-bb6b-d65141295d1d""",0.0,330.0
485,"""4467d768-9225-41e8-8cbd-c8c22ab549cd""",5.0,71.0
486,"""7e04563c-49c3-44c7-8660-77ef411c8a39""",1940.0,4690.0
487,"""ca8c19c6-9f5b-45f9-b2cf-fd820d2e2ccc""",4898.0,5166.0
488,"""3c19013a-8190-441a-9d0f-8b908185d87d""",0.0,910.0
489,"""553553ad-fc0f-4a7e-a97f-1a336ac7513a""",0.0,0.0
490,"""2d232bd3-fba6-428b-9910-e2c58aa40dc9""",13.0,80.0
491,"""fd7ade64-1931-4542-a92f-2b9d56ee295f""",4098.0,4376.0
492,"""94ad5f97-ad27-443c-8203-d5e3ba0dd8b8""",0.2,23.0
493,"""b976134b-70af-4608-ae99-9ad599e284c6""",0.0,0.0
494,"""6b40c0b6-0df1-4fea-a2f3-742926ecba0b""",0.0,50.0
495,"""1d92117d-2b4b-4b6f-9602-6e4c7c0bebc5""",0.0,0.0
496,"""87fe249b-e0a2-4e0c-b642-fe5cd1cb78da""",0.0,0.0
497,"""379ebd9e-e257-43f9-b8cf-88e133eb57de""",0.0,0.0
498,"""53f0f94d-2343-461c-b732-8d8c1b8379b2""",0.0,0.0
499,"""98b7293e-6e24-43c8-aac9-8972913008ee""",1309.0,1324.0
500,"""4fbae3cc-5d1b-4b54-933f-258e8cba69f8""",0.0,75.0
501,"""ee0db3ee-3f03-47ed-9964-04b57851da89""",2000.0,4825.0
502,"""078147d3-843b-4a03-97b6-7e71fea816bf""",1.0,10.0
503,"""7b2904d8-db61-4579-8073-db61dcd88c77""",10.0,25.5
504,"""16e83922-555b-47bf-8c67-1171dec70b77""",4.0,17.0
505,"""5cdefe7f-f7ba-4140-b508-66ae2f5cc4a0""",0.0,49.0
506,"""6c98e202-732e-41a6-838b-b542da1f5217""",0.0,50.0
507,"""ba8a24ca-a78b-4fa1-a6ca-0e8fc8026871""",0.0,1.0
508,"""fd17342f-b6bb-4294-b0b1-5495f4fcf25c""",0.0,40.0
509,"""b7f2143c-1e72-4351-88cd-fd170ded09a5""",0.0,0.0
510,"""46223340-a143-415e-8523-68f7510e65bf""",0.0,0.0
511,"""4143a29a-05f7-4b5a-830d-1a48b2b5b4a7""",0.0,329.0
512,"""e19c7a38-8a8f-4c95-be7a-983733ca1069""",7.0,69.0
513,"""ec28374c-a11d-4bb9-89a1-7189127f4fd8""",2.0,5.0
514,"""fa8ee269-74a6-4e52-b576-fcf023e90f9e""",0.0,1000.0
515,"""be8b6264-6dcf-42d1-95bc-cb048ca1fe0f""",0.0,9.0
516,"""747833df-5664-4e4b-ab70-9b5ba2986f09""",352.0,602.0
517,"""48beeea5-60d5-4e11-ad3c-754a4a814da9""",1295.0,3818.0
518,"""f359916e-ba97-4c09-ba61-b84111c56b57""",0.0,1.0
519,"""bf63eaf2-071f-491c-93f2-4c21fb0c46ca""",0.0,0.0
520,"""8120ed63-5fea-49a7-91f7-a9f98f6be8e0""",1.0,3.0
521,"""2a5084c8-3f7f-4925-a9e8-470940427ce0""",0.0,1500.0
522,"""5cc24371-fada-4eba-a048-efb5ee4a651b""",2500.0,4829.0
523,"""a126c30a-ed96-40ba-b0ae-31a1c812e788""",1900.0,5900.0
524,"""981b3f1c-5109-4d2c-8a4b-cf1cfc535f97""",9.0,11.0
525,"""0144c394-a96e-48dc-a9eb-ab418e6bffcf""",0.0,0.0
526,"""a7d1a5be-fa62-4ca4-8f6d-718991b616c7""",0.0,100.0
527,"""3602c484-da4a-4928-a5b1-621c7213e79f""",1821.0,2368.0
528,"""f1ce66ae-a916-4ebd-abb5-f5a40dbc9168""",0.0,1950.0
529,"""02ce202a-dbbd-420a-a7e2-a133d9ab862d""",18.0,2150.0
530,"""30c53413-335f-4f6b-9512-b358cea14de7""",0.0,0.0
531,"""a3e8280e-fc7d-495d-9b76-ded6e8943300""",0.0,0.0
532,"""6ba29642-f089-4a0e-bf49-787233fc9752""",118.0,356.0
533,"""69c18970-017d-4fc9-ae2e-71bf12ae466a""",0.0,60.0
534,"""6051a664-1504-401b-97a8-a3e508abe5e7""",1.0,34.0
535,"""88f140b4-efbb-43f6-bbd9-631174bc5f8e""",0.0,0.0
536,"""35068d3b-e448-4a6b-8571-ff81e4d197a4""",350.0,630.0
537,"""114176b9-951c-4760-b802-bd22f1981185""",0.0,20.0
538,"""481da6f1-e7a8-4e09-afdc-05e6fb9ee07e""",3.0,3.0
539,"""7f683b71-2d9c-440b-b9ac-eb41a46c1535""",140.0,180.0
540,"""32685c85-692a-4abd-a041-89825551b957""",4.0,10.0
541,"""fdde5055-44f4-4066-83b6-4c2b00080eaa""",0.0,0.0
542,"""57847bae-4603-442e-84af-37a94da963de""",0.0,1.0
543,"""61a9e01c-65ed-47e7-9f15-54335f9b75b1""",0.0,0.0
544,"""f32f0bc2-c74e-46af-94b9-815e9dd70c5f""",0.2,3900.0
545,"""d8ea9fd7-1ae9-4f1f-967c-74c2f5066357""",0.0,0.0
546,"""74ff7f0d-e015-466c-9e2e-81cd1ca21d7f""",1008.0,2216.0
547,"""5a967235-7e1b-4bcd-a1f8-cd185d4bc0f8""",0.0,0.6
548,"""81b2d57a-6ea6-46f2-93f7-8aa772731d61""",0.0,0.0
549,"""23070c76-ee0b-4ffe-8956-733c06cd6f69""",0.0,32.0
550,"""c5e9a66a-2c61-4103-ac70-cb69f5861f47""",0.0,10.0
551,"""c120a0c2-faaf-4d80-8e92-6aa08084eff0""",0.0,20.799999
552,"""793a1379-9d03-4349-9b0a-4d9de0b10dbb""",0.0,0.0
553,"""2606c5cb-b926-4c71-be6c-828002941804""",0.0,0.0
554,"""aa1ff1ab-2844-46ec-906e-bae3cd5c360b""",1.0,1.0
555,"""544df27a-216f-4d0d-9cd0-cb19b5088588""",0.0,5.0
556,"""f9676f6f-2d00-4c1c-bb4b-fba2f44acdb3""",0.0,0.0
557,"""0ff0ae1e-ebc2-4e11-9f3b-2a08a6ffb377""",0.5,5.0
558,"""f88d9180-1f1e-414c-b212-5e37f39af8b5""",0.0,3.0
559,"""270f3e70-ff9b-411d-b170-2bc914d83f26""",0.0,4860.0
560,"""f5a4799e-dc24-4807-89d9-01da47d52e3b""",-999.0,6373.0
561,"""9e287b46-3a0d-44b9-8bde-3cbd5c6410ef""",0.0,175.0
562,"""f5392a89-f52b-45e7-91d2-90305c243b05""",0.0,3.0
563,"""210efc7c-4762-47ee-b4b5-22a0f436ef44""",2.0,3326.0
564,"""69be003f-bb8e-4bdd-ac63-6d2dcc119222""",75.0,335.0
565,"""49884da4-2b9e-4cd0-b23d-cc0acbb950cb""",0.0,42.0
566,"""7b7233d7-f05a-4563-8834-1153900a966e""",0.0,15.0
567,"""78f97784-2904-4e60-8aed-defe1e6b4b24""",0.0,1200.0
568,"""2d29f788-fd96-44cd-92c8-ed59dd1947f2""",0.0,309.0
569,"""f1a11336-64b8-46f4-ba10-5095d150039f""",0.0,1635.0
570,"""87c3a8bf-1b80-49ae-a994-91533c6c6907""",5.0,10.0
571,"""9106e863-8a29-4bd2-8983-fe7a071760cb""",0.0,30.0
572,"""fbf4cb59-cef3-43be-b0ab-0dbab5f51740""",0.0,0.0
573,"""7812d226-7630-47e1-bc49-0941187a9a51""",6.0,60.0
574,"""7fe6cf81-4866-4d04-89b1-4f0738f84cff""",1.5,10.0
575,"""4bbfb75e-7b41-4f8f-b475-051d8c21860a""",1.0,19.0
576,"""df6977ea-a704-4c48-bd46-ebbbb95e0bbc""",0.0,87.0
577,"""057d7f8c-5286-4032-aaf9-5ce078833262""",0.0,30.0
578,"""46b1957a-3c6a-4314-b9a0-5de9d1f9ae77""",2.6,31.9
579,"""e5389590-6d7e-4752-b84b-faa2a411db87""",-1053.0,3510.0
580,"""37a99ad5-0758-4dbd-a9d7-374a3db7577b""",-0.8,-0.2
581,"""6d779f97-bec5-40fd-ab17-2686bedf7df6""",0.0,31.0
582,"""3c2cc0a4-15fd-4541-8183-ac4efef8e43e""",11.0,11.0
583,"""897b06c4-72f3-4e62-874c-71787b0a25f7""",0.0,120.0
584,"""2ae2a2bd-8412-405b-8a9f-b71adc41d4c5""",0.0,75.0
585,"""284eecaf-b3d1-4d8e-9768-c9c01ce294e2""",10.0,15.0
586,"""323dc231-2981-4667-9c33-d0816d6102cd""",18.0,1386.0
587,"""4a606f86-2e7b-44a3-b50d-3d55a887a11f""",0.0,5791.0
588,"""364e5a12-8028-4329-be50-fc548c2d6ce4""",0.0,5860.0
589,"""4567d82a-985c-4fca-830f-a1140f644ed2""",0.5,20.0
590,"""bb638343-bbc9-464d-88d8-18d9ba29ecdd""",0.0,0.0
591,"""3e0cb90b-7037-4255-bfd0-222c0a0ed0fb""",14.4,2102.0
592,"""7a950cb1-88cc-4401-9368-1495e64586ff""",0.0,25.5
593,"""002eea41-acbf-4d60-ad84-6f4e3c46d9be""",1.0,13.7
594,"""7fad32f7-40f3-4134-84a8-beca24103910""",1.0,6500.0
595,"""fc9c2fcc-42ca-4cf2-95a7-e45cf1f0a5de""",0.0,22.0
596,"""2a93fe93-2fdc-41b3-b36a-5deb261c02db""",0.0,90.0
597,"""8e1a7146-8eba-4c00-8243-88747d75296c""",0.0,15.0
598,"""aaacf13e-a138-4b75-ba78-0b5136649365""",3.0,54.0
599,"""168f4ed7-0d77-43cb-a6af-e689bb5dedae""",0.0,0.0
600,"""2ca8a7bc-7ef4-4c60-88be-8759d1af856d""",36.0,82.0
601,"""a4257cff-3c2c-4a60-ab29-91f65545bb08""",0.0,3378.0
602,"""172bfa9a-ada7-48cf-aecd-8508c6128b7d""",0.0,300.0
603,"""ee52390c-f419-4bf2-94fc-c0dae6834b5e""",0.15,0.15
604,"""f6b3560e-98f1-48c6-902f-67c141d802f4""",1430.0,5430.0
605,"""ecd5bbe8-8302-40d1-b32b-581fb8a7d971""",0.0,100.0
606,"""a419c8da-35ed-4b62-9709-39b56369c44e""",1.23,3902.350098
607,"""ce92b079-6389-4880-99d8-1a97fb171211""",0.0,600.0
608,"""ab737464-f691-4b72-aae2-1bb70411468d""",25.0,105.0
609,"""d104db68-63cf-4f34-b92a-54bd55a07394""",0.0,6354.0
610,"""48b30be7-10d6-469a-b448-5eb8f5b9ce89""",1.7,29.700001
611,"""98861cd3-daf5-4da9-9eca-d442d652750d""",0.0,131.0
612,"""96f4a5d3-3e3a-4ccb-8343-b1db99074b1f""",10.0,20.0
613,"""1c9e29d9-618f-406c-899a-953c22c36ea8""",0.0,15.0
614,"""9c1aeafd-0a62-4799-95f5-88068b718c36""",0.0,300.0
615,"""6991bdf7-150a-4351-a684-b3e667579012""",4.8,49.5
616,"""a72786ef-6af6-451c-b339-d34d13e8c978""",13.0,85.0
617,"""92d92da9-b1f8-4b32-bcd9-a9690473a319""",1.77,5.75
618,"""38e5dd79-5e2a-40aa-8638-7b72c8acbbae""",0.0,90.0
619,"""5adfc524-d5a8-4474-bc3a-bd97350fec3d""",7.9,41.400002
620,"""d1df1c46-fc03-4c9a-80ee-c7af45938082""",0.0,80.0
621,"""b96a4245-b4a9-4505-a37e-2f076ad42b00""",1.0,6134.0
622,"""0a1a9c6d-24f3-4156-865f-618f50f7e058""",15.0,73.0
623,"""3cecbe9f-f57a-43b9-9480-05e97f6c8eab""",18.0,58.0
624,"""c9d2435b-9da0-4c0f-ae28-69b53d5d027b""",7.0,230.0
625,"""95dcd908-a6b9-4422-a441-42caa46724f5""",1.0,21.0
626,"""6a5bc28f-4dfe-4cbf-8a55-7e3a843997ab""",15.0,590.0
627,"""18e06e2d-1cde-4deb-a60e-4a6423428118""",4.0,290.0
628,"""0c61d911-3b74-4ba0-97b5-eebf411843d6""",1.2,27.299999
629,"""800562a3-5860-44fc-a33d-a36c816f57c5""",0.0,50.0
630,"""a20a5836-2902-43cb-b505-74b281300e91""",0.0,50.0
631,"""e0abae63-ee85-469e-85ee-6eef77750b87""",0.3,245.0
632,"""ed9e149d-0a88-4b0b-9025-477d408b8915""",6.0,10.0
633,"""cd42b44b-2560-450d-88e7-70b5778d0194""",0.0,560.0
634,"""18ca2c17-c652-4cc8-83e3-1345be74f265""",61.0,115.0
635,"""ad475a7a-01fd-4cf9-a15f-4868bb0208fa""",0.0,72.0
636,"""ce3c5c7d-daa0-42ed-9cdb-7100b1274b55""",37.0,525.0
637,"""3b2a79a4-ef3c-4b0a-829a-9bcbc9f00e5c""",18.0,1550.0
638,"""cda0da6a-9a18-4ed9-9077-ed4ad461d9f3""",1.7,15.2
639,"""52d2ab6c-0ef3-47aa-b26a-ead6550510a1""",0.0,60.0
640,"""f2266c00-5361-4628-85cb-49b71761606e""",-2.0,30.0
641,"""0dbae3a7-3534-4993-88e3-a85a408c07d3""",747.0,6319.0
642,"""af8f2254-138c-4e46-b0ef-79394ce2095f""",0.0,200.0
643,"""d9ad4dd5-5fd9-4c9c-9843-bfa04769b4f8""",0.0,5000.0
644,"""930000f4-81ef-421b-8884-042abdf8fbc8""",85.0,1584.0
645,"""82c51e92-e66f-44ca-a02a-b6071c7e188f""",0.0,150.0
646,"""8c9eabd2-e1a1-4a91-b8e2-b66b462c32c9""",0.0,52.0
647,"""365fde5d-61cc-4e0b-b6bd-8ab80c0b034f""",0.0,350.0
648,"""eaf953fd-31f3-424e-b01d-f7746965ae8a""",0.0,0.0
649,"""705770e5-3474-4e69-be8b-3107a0c5610a""",0.0,5900.0
650,"""a2160400-5b14-45ce-b63a-b9b5d97e8de3""",25.0,203.0
651,"""e99a1d29-2986-4b7f-9769-e9f4a5ba4635""",0.0,1500.0
652,"""0f7da8fd-0fb7-47a6-b3a8-10e54caaa6de""",1143.888672,3411.608398
653,"""80aaea0e-fdba-411c-bb52-4c0992638587""",0.0,5000.0
654,"""d28b4411-1710-4b08-9ec7-99b8c68ae4b2""",0.15,353.5
655,"""3ac81162-1804-43c4-b766-aabe2abcc572""",0.0,10210.0
656,"""93c55b6a-0da2-45c4-a7b2-e59102d554b7""",4.0,847.0
657,"""9c8a2ac6-f394-4fa1-981e-227fa7b14675""",0.0,20.0
658,"""01715b55-1899-47f3-bc5b-0be841f0f378""",5330.0,5350.0
659,"""25e116e0-70ad-41a5-a659-cfb16967e1a9""",6.0,130.0
660,"""7967ece3-b59b-4dac-9615-b90cb65773bc""",8.6,136.800003
661,"""48f919e0-150b-4c2b-ae4a-745d39dc4f1d""",0.0,245.0
662,"""6bf16e2d-8564-4a2a-b2eb-d1c9954658c0""",0.0,76.0
663,"""415fc669-4d0a-4b31-8658-bd16c8f08293""",1.7,18.0
664,"""956d618f-91dc-4930-a253-cdf80ddb9371""",0.0,1.0
665,"""ab590832-cef4-4f05-b412-f956b3aa7e24""",6.0,6.0
666,"""08cb3fc7-aa5e-4f23-a3bc-2ef45e5db83c""",5.0,22.0
667,"""6a5cec0f-7a27-4bf3-9cf6-6f2fd768cfb8""",0.0,8.0
668,"""518c8422-0a94-4926-9e7a-42aaf70002f4""",0.0,460.0
669,"""4b40df27-6421-4503-8206-202d14e686c1""",186.0,2037.0
670,"""ed74a4b3-8a94-42d4-8cd5-3d3a45cc0cb7""",65.0,116.0
671,"""3bce3973-42f0-42a6-bf27-e7c0e06aa11f""",186.0,2037.0
672,"""6c32ba39-8852-496d-8520-b82384d3f931""",0.5,2.0
673,"""06b385d1-0521-4a49-989b-c9d227780b6c""",0.0,0.0
674,"""6b0af9db-4b97-40c0-942c-6a7188157c66""",30.290001,37.369999
675,"""6963aa86-a154-459c-aeb0-0496668512f6""",0.0,10900.0
676,"""a8a98929-f991-4407-af3a-40496f47297c""",5.0,104.0
677,"""e43c0ba8-bd91-4db6-ac2b-17059ec30d94""",5562.0,5777.0
678,"""26fb9cdc-1f1a-453a-b074-ad7f395d1122""",0.0,8800.0
679,"""6b5c0712-d9c7-4e2f-b3a8-355ad2539081""",30.0,70.0
680,"""339193fd-9395-4c88-939b-351195608b39""",10.0,30.0
681,"""4312e526-3f49-4291-9ef6-91408686cb7a""",67.0,110.0
682,"""928ef84a-129a-4e57-a484-f13bc9c94989""",0.0,2.0
683,"""bf823e19-82eb-4da6-be39-2daf297d3a92""",0.0,116.400002
684,"""6b41771f-2194-476d-a44e-9194b3cfaeb3""",0.0,0.0
685,"""baa2fd15-8103-4153-acaa-268bd41e5462""",1.0,180.0
